VolumeControl:false, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:true, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:true, ShowTime:true, ID3Information:true, ShowCover:false, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:true, Skins:true, Dark:false, OpenFile:true, ClearPlaylist:false, 
VolumeControl:false, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:false, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:false, ShowTime:true, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:true, Skins:true, Dark:true, OpenFile:true, ClearPlaylist:false, 
VolumeControl:false, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:true, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:true, ShowTime:true, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:false, Skins:true, Dark:false, OpenFile:true, ClearPlaylist:false, 
VolumeControl:false, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:false, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:true, ShowTime:true, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:false, Skins:true, Dark:true, OpenFile:true, ClearPlaylist:false, 
VolumeControl:false, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:true, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:true, ShowTime:false, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:false, Skins:true, Dark:false, OpenFile:true, ClearPlaylist:false, 
VolumeControl:false, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:false, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:true, ShowTime:false, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:false, Skins:true, Dark:true, OpenFile:true, ClearPlaylist:false, 
VolumeControl:false, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:true, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:false, ShowTime:true, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:false, Skins:true, Dark:false, OpenFile:true, ClearPlaylist:false, 
VolumeControl:false, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:false, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:false, ShowTime:true, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:false, Skins:true, Dark:true, OpenFile:true, ClearPlaylist:false, 
VolumeControl:false, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:false, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:true, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:true, ShowTime:true, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:true, Skins:true, Dark:false, OpenFile:true, ClearPlaylist:false, 
VolumeControl:false, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:false, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:false, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:true, ShowTime:true, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:true, Skins:true, Dark:true, OpenFile:true, ClearPlaylist:false, 
VolumeControl:false, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:false, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:true, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:true, ShowTime:false, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:true, Skins:true, Dark:false, OpenFile:true, ClearPlaylist:false, 
VolumeControl:false, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:false, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:false, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:true, ShowTime:false, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:true, Skins:true, Dark:true, OpenFile:true, ClearPlaylist:false, 
VolumeControl:false, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:false, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:true, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:false, ShowTime:true, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:true, Skins:true, Dark:false, OpenFile:true, ClearPlaylist:false, 
VolumeControl:false, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:false, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:false, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:false, ShowTime:true, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:true, Skins:true, Dark:true, OpenFile:true, ClearPlaylist:false, 
VolumeControl:true, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:true, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:true, ShowTime:true, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:true, Skins:true, Dark:false, OpenFile:true, ClearPlaylist:false, 
VolumeControl:true, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:false, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:true, ShowTime:true, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:true, Skins:true, Dark:true, OpenFile:true, ClearPlaylist:false, 
VolumeControl:true, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:true, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:true, ShowTime:false, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:true, Skins:true, Dark:false, OpenFile:true, ClearPlaylist:false, 
VolumeControl:true, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:false, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:true, ShowTime:false, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:true, Skins:true, Dark:true, OpenFile:true, ClearPlaylist:false, 
VolumeControl:true, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:true, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:false, ShowTime:true, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:true, Skins:true, Dark:false, OpenFile:true, ClearPlaylist:false, 
VolumeControl:true, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:false, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:false, ShowTime:true, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:true, Skins:true, Dark:true, OpenFile:true, ClearPlaylist:false, 
VolumeControl:true, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:true, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:true, ShowTime:true, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:false, Skins:true, Dark:false, OpenFile:true, ClearPlaylist:false, 
VolumeControl:true, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:false, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:true, ShowTime:true, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:false, Skins:true, Dark:true, OpenFile:true, ClearPlaylist:false, 
VolumeControl:true, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:true, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:true, ShowTime:false, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:false, Skins:true, Dark:false, OpenFile:true, ClearPlaylist:false, 
VolumeControl:true, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:false, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:true, ShowTime:false, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:false, Skins:true, Dark:true, OpenFile:true, ClearPlaylist:false, 
VolumeControl:true, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:true, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:false, ShowTime:true, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:false, Skins:true, Dark:false, OpenFile:true, ClearPlaylist:false, 
VolumeControl:true, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:false, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:false, ShowTime:true, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:false, Skins:true, Dark:true, OpenFile:true, ClearPlaylist:false, 
VolumeControl:true, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:false, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:true, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:true, ShowTime:true, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:true, Skins:true, Dark:false, OpenFile:true, ClearPlaylist:false, 
VolumeControl:true, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:false, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:false, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:true, ShowTime:true, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:true, Skins:true, Dark:true, OpenFile:true, ClearPlaylist:false, 
VolumeControl:true, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:false, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:true, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:true, ShowTime:false, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:true, Skins:true, Dark:false, OpenFile:true, ClearPlaylist:false, 
VolumeControl:true, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:false, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:false, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:true, ShowTime:false, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:true, Skins:true, Dark:true, OpenFile:true, ClearPlaylist:false, 
VolumeControl:true, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:false, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:true, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:false, ShowTime:true, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:true, Skins:true, Dark:false, OpenFile:true, ClearPlaylist:false, 
VolumeControl:true, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:false, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:false, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:false, ShowTime:true, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:true, Skins:true, Dark:true, OpenFile:true, ClearPlaylist:false, 
VolumeControl:true, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:true, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:true, ProgressBar:true, ShowTime:true, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:true, Skins:true, Dark:false, OpenFile:true, ClearPlaylist:false, 
VolumeControl:true, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:false, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:true, ProgressBar:true, ShowTime:true, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:true, Skins:true, Dark:true, OpenFile:true, ClearPlaylist:false, 
VolumeControl:true, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:true, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:true, ProgressBar:true, ShowTime:false, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:true, Skins:true, Dark:false, OpenFile:true, ClearPlaylist:false, 
VolumeControl:true, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:false, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:true, ProgressBar:true, ShowTime:false, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:true, Skins:true, Dark:true, OpenFile:true, ClearPlaylist:false, 
VolumeControl:true, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:true, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:true, ProgressBar:false, ShowTime:true, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:true, Skins:true, Dark:false, OpenFile:true, ClearPlaylist:false, 
VolumeControl:true, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:false, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:true, ProgressBar:false, ShowTime:true, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:true, Skins:true, Dark:true, OpenFile:true, ClearPlaylist:false, 
VolumeControl:true, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:true, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:true, ProgressBar:true, ShowTime:true, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:false, Skins:true, Dark:false, OpenFile:true, ClearPlaylist:false, 
VolumeControl:true, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:false, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:true, ProgressBar:true, ShowTime:true, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:false, Skins:true, Dark:true, OpenFile:true, ClearPlaylist:false, 
VolumeControl:true, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:true, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:true, ProgressBar:true, ShowTime:false, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:false, Skins:true, Dark:false, OpenFile:true, ClearPlaylist:false, 
VolumeControl:true, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:false, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:true, ProgressBar:true, ShowTime:false, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:false, Skins:true, Dark:true, OpenFile:true, ClearPlaylist:false, 
VolumeControl:true, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:true, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:true, ProgressBar:false, ShowTime:true, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:false, Skins:true, Dark:false, OpenFile:true, ClearPlaylist:false, 
VolumeControl:true, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:false, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:true, ProgressBar:false, ShowTime:true, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:false, Skins:true, Dark:true, OpenFile:true, ClearPlaylist:false, 
VolumeControl:true, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:false, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:true, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:true, ProgressBar:true, ShowTime:true, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:true, Skins:true, Dark:false, OpenFile:true, ClearPlaylist:false, 
VolumeControl:true, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:false, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:false, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:true, ProgressBar:true, ShowTime:true, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:true, Skins:true, Dark:true, OpenFile:true, ClearPlaylist:false, 
VolumeControl:true, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:false, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:true, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:true, ProgressBar:true, ShowTime:false, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:true, Skins:true, Dark:false, OpenFile:true, ClearPlaylist:false, 
VolumeControl:true, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:false, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:false, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:true, ProgressBar:true, ShowTime:false, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:true, Skins:true, Dark:true, OpenFile:true, ClearPlaylist:false, 
VolumeControl:true, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:false, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:true, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:true, ProgressBar:false, ShowTime:true, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:true, Skins:true, Dark:false, OpenFile:true, ClearPlaylist:false, 
VolumeControl:true, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:false, SupportedFormats:true, ReorderPlaylist:false, Playlist:false, Control:false, Light:false, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:true, ProgressBar:false, ShowTime:true, ID3Information:true, ShowCover:true, LoadFolder:false, ShuffleRepeat:false, Base:true, MP3:true, Skins:true, Dark:true, OpenFile:true, ClearPlaylist:false, 
VolumeControl:false, SkipTrack:true, RemoveTrack:true, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:true, Playlist:true, Control:true, Light:true, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:true, ShowTime:true, ID3Information:true, ShowCover:false, LoadFolder:true, ShuffleRepeat:true, Base:true, MP3:true, Skins:true, Dark:false, OpenFile:true, ClearPlaylist:false, 
VolumeControl:false, SkipTrack:true, RemoveTrack:true, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:true, Playlist:true, Control:true, Light:true, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:true, ShowTime:true, ID3Information:true, ShowCover:false, LoadFolder:true, ShuffleRepeat:true, Base:true, MP3:true, Skins:true, Dark:false, OpenFile:true, ClearPlaylist:true, 
VolumeControl:false, SkipTrack:false, RemoveTrack:true, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:true, Playlist:true, Control:true, Light:true, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:true, ShowTime:true, ID3Information:true, ShowCover:false, LoadFolder:true, ShuffleRepeat:true, Base:true, MP3:true, Skins:true, Dark:false, OpenFile:true, ClearPlaylist:false, 
VolumeControl:false, SkipTrack:false, RemoveTrack:true, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:true, Playlist:true, Control:true, Light:true, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:true, ShowTime:true, ID3Information:true, ShowCover:false, LoadFolder:true, ShuffleRepeat:true, Base:true, MP3:true, Skins:true, Dark:false, OpenFile:true, ClearPlaylist:true, 
VolumeControl:false, SkipTrack:true, RemoveTrack:false, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:true, Playlist:true, Control:true, Light:true, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:true, ShowTime:true, ID3Information:true, ShowCover:false, LoadFolder:true, ShuffleRepeat:true, Base:true, MP3:true, Skins:true, Dark:false, OpenFile:true, ClearPlaylist:false, 
VolumeControl:false, SkipTrack:false, RemoveTrack:false, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:true, Playlist:true, Control:true, Light:true, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:true, ShowTime:true, ID3Information:true, ShowCover:false, LoadFolder:true, ShuffleRepeat:true, Base:true, MP3:true, Skins:true, Dark:false, OpenFile:true, ClearPlaylist:false, 
VolumeControl:false, SkipTrack:true, RemoveTrack:true, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:true, Playlist:true, Control:true, Light:true, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:true, ShowTime:true, ID3Information:true, ShowCover:false, LoadFolder:true, ShuffleRepeat:false, Base:true, MP3:true, Skins:true, Dark:false, OpenFile:true, ClearPlaylist:false, 
VolumeControl:false, SkipTrack:true, RemoveTrack:true, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:true, Playlist:true, Control:true, Light:true, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:true, ShowTime:true, ID3Information:true, ShowCover:false, LoadFolder:true, ShuffleRepeat:false, Base:true, MP3:true, Skins:true, Dark:false, OpenFile:true, ClearPlaylist:true, 
VolumeControl:false, SkipTrack:false, RemoveTrack:true, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:true, Playlist:true, Control:true, Light:true, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:true, ShowTime:true, ID3Information:true, ShowCover:false, LoadFolder:true, ShuffleRepeat:false, Base:true, MP3:true, Skins:true, Dark:false, OpenFile:true, ClearPlaylist:false, 
VolumeControl:false, SkipTrack:false, RemoveTrack:true, Time:true, Resizable:true, WAV:true, SupportedFormats:true, ReorderPlaylist:true, Playlist:true, Control:true, Light:true, SaveAndLoadPlaylist:false, GUI:true, FeatureAmp:true, QueueTrack:false, Mute:false, ProgressBar:true, ShowTime:true, ID3Information:true, ShowCover:false, LoadFolder:true, ShuffleRepeat:false, Base:true, MP3:true, Skins:true, Dark:false, OpenFile:true, ClearPlaylist:true, 
